ENSG00000280071.3	ENST00000624648.3	CH507-9B2.3-011	5124875	5121711	ENSE00003754178.1	ENSE00003724593.1
ENSG00000280071.3	ENST00000624648.3	CH507-9B2.3-011	5121803	5120634	ENSE00003724593.1	ENSE00003755057.1
ENSG00000276612.3	ENST00000623476.2	CH507-9B2.4-001	5133805	5133426	ENSE00003777763.1	ENSE00003755072.1
ENSG00000276612.3	ENST00000623476.2	CH507-9B2.4-001	5133500	5125879	ENSE00003755072.1	ENSE00003759460.1
ENSG00000276612.3	ENST00000623476.2	CH507-9B2.4-001	5125992	5124756	ENSE00003759460.1	ENSE00003757983.1
ENSG00000276612.3	ENST00000623476.2	CH507-9B2.4-001	5124875	5121711	ENSE00003757983.1	ENSE00003760127.1
ENSG00000276612.3	ENST00000623476.2	CH507-9B2.4-001	5121803	5118691	ENSE00003760127.1	ENSE00003759299.1
ENSG00000276612.3	ENST00000623476.2	CH507-9B2.4-001	5118847	5116343	ENSE00003759299.1	ENSE00003757086.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5154734	5152961	ENSE00003726066.2	ENSE00003746673.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5153073	5148210	ENSE00003746673.1	ENSE00003741495.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5148304	5147779	ENSE00003741495.1	ENSE00003735185.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5147878	5147289	ENSE00003735185.1	ENSE00003723956.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5147432	5146658	ENSE00003723956.1	ENSE00003716502.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5146793	5146137	ENSE00003716502.1	ENSE00003720550.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5146366	5144091	ENSE00003720550.1	ENSE00003719765.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5144234	5143222	ENSE00003719765.1	ENSE00003736452.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5143292	5142532	ENSE00003736452.1	ENSE00003722093.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5142668	5141559	ENSE00003722093.1	ENSE00003744264.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5141707	5141277	ENSE00003744264.1	ENSE00003754065.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5141424	5140953	ENSE00003754065.1	ENSE00003752208.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5141103	5139698	ENSE00003752208.1	ENSE00003746456.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5139878	5137327	ENSE00003746456.1	ENSE00003731399.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5137474	5135935	ENSE00003731399.1	ENSE00003725608.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5136043	5135089	ENSE00003725608.1	ENSE00003727820.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5135154	5133902	ENSE00003727820.1	ENSE00003735444.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5134120	5133655	ENSE00003735444.1	ENSE00003741065.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5133805	5133426	ENSE00003741065.1	ENSE00003715825.1
ENSG00000275464.4	ENST00000617716.3	CH507-9B2.5-001	5133500	5130871	ENSE00003715825.1	ENSE00003718829.2
ENSG00000280433.1	ENST00000623998.1	CH507-9B2.9-001	5163695	5159080	ENSE00003756000.1	ENSE00003757796.1
ENSG00000280433.1	ENST00000623998.1	CH507-9B2.9-001	5159274	5155499	ENSE00003757796.1	ENSE00003755430.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6467509	6464944	ENSE00003755056.1	ENSE00003760135.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6464981	6463663	ENSE00003760135.1	ENSE00003733879.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6463879	6460187	ENSE00003733879.1	ENSE00003743930.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6460293	6457921	ENSE00003743930.1	ENSE00003734019.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6458055	6457294	ENSE00003734019.1	ENSE00003745764.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6457373	6457065	ENSE00003745764.1	ENSE00003736081.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6457199	6456881	ENSE00003736081.1	ENSE00003749155.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6456950	6455578	ENSE00003749155.1	ENSE00003729930.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6455669	6454631	ENSE00003729930.1	ENSE00003724250.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6454756	6453989	ENSE00003724250.1	ENSE00003742762.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6454073	6452119	ENSE00003742762.1	ENSE00003719221.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6452224	6450904	ENSE00003719221.1	ENSE00003746144.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6450981	6450512	ENSE00003746144.1	ENSE00003743266.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6450646	6449823	ENSE00003743266.1	ENSE00003747262.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6449931	6448481	ENSE00003747262.1	ENSE00003753596.1
ENSG00000274276.4	ENST00000624406.3	CBSL-009	6448565	6444869	ENSE00003753596.1	ENSE00001531922.2
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6467532	6464944	ENSE00001532023.3	ENSE00003734456.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6465019	6463663	ENSE00003734456.1	ENSE00003733879.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6463879	6460187	ENSE00003733879.1	ENSE00003743930.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6460293	6457921	ENSE00003743930.1	ENSE00003734019.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6458055	6457294	ENSE00003734019.1	ENSE00003745764.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6457373	6457065	ENSE00003745764.1	ENSE00003736081.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6457199	6456881	ENSE00003736081.1	ENSE00003749155.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6456950	6455578	ENSE00003749155.1	ENSE00003729930.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6455669	6454631	ENSE00003729930.1	ENSE00003724250.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6454756	6453989	ENSE00003724250.1	ENSE00003742762.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6454073	6452119	ENSE00003742762.1	ENSE00003719221.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6452224	6450904	ENSE00003719221.1	ENSE00003746144.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6450981	6450512	ENSE00003746144.1	ENSE00003743266.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6450646	6449823	ENSE00003743266.1	ENSE00003747262.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6449931	6448481	ENSE00003747262.1	ENSE00003753596.1
ENSG00000274276.4	ENST00000398168.5	CBSL-001	6448565	6444869	ENSE00003753596.1	ENSE00001531922.2
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6468040	6464944	ENSE00003738801.1	ENSE00003734456.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6465019	6463663	ENSE00003734456.1	ENSE00003733879.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6463879	6460187	ENSE00003733879.1	ENSE00003743930.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6460293	6457921	ENSE00003743930.1	ENSE00003734019.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6458055	6457294	ENSE00003734019.1	ENSE00003745764.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6457373	6457065	ENSE00003745764.1	ENSE00003736081.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6457199	6456881	ENSE00003736081.1	ENSE00003749155.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6456950	6455578	ENSE00003749155.1	ENSE00003729930.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6455669	6454631	ENSE00003729930.1	ENSE00003724250.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6454756	6453989	ENSE00003724250.1	ENSE00003742762.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6454073	6452119	ENSE00003742762.1	ENSE00003719221.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6452224	6450904	ENSE00003719221.1	ENSE00003746144.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6450981	6450512	ENSE00003746144.1	ENSE00003743266.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6450646	6449823	ENSE00003743266.1	ENSE00003747262.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6449931	6448481	ENSE00003747262.1	ENSE00003753596.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6448565	6445540	ENSE00003753596.1	ENSE00003737649.1
ENSG00000274276.4	ENST00000618024.4	CBSL-002	6445661	6444869	ENSE00003737649.1	ENSE00003726168.2
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6468040	6464944	ENSE00003738801.1	ENSE00003734456.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6465019	6463663	ENSE00003734456.1	ENSE00003733879.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6463879	6460187	ENSE00003733879.1	ENSE00003743930.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6460293	6457921	ENSE00003743930.1	ENSE00003734019.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6458055	6457294	ENSE00003734019.1	ENSE00003745764.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6457373	6457065	ENSE00003745764.1	ENSE00003736081.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6457199	6456881	ENSE00003736081.1	ENSE00003749155.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6456950	6455578	ENSE00003749155.1	ENSE00003729930.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6455669	6454631	ENSE00003729930.1	ENSE00003724250.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6454756	6453989	ENSE00003724250.1	ENSE00003742762.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6454073	6452119	ENSE00003742762.1	ENSE00003719221.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6452224	6450904	ENSE00003719221.1	ENSE00003746144.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6450981	6450512	ENSE00003746144.1	ENSE00003743266.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6450646	6449823	ENSE00003743266.1	ENSE00003747262.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6449931	6448481	ENSE00003747262.1	ENSE00003753596.1
ENSG00000274276.4	ENST00000617706.4	CBSL-201	6448565	6444873	ENSE00003753596.1	ENSE00002235271.2
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6467532	6464944	ENSE00001532023.3	ENSE00003734456.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6465019	6463663	ENSE00003734456.1	ENSE00003733879.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6463879	6460187	ENSE00003733879.1	ENSE00003743930.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6460293	6457921	ENSE00003743930.1	ENSE00003734019.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6458055	6457294	ENSE00003734019.1	ENSE00003745764.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6457373	6457065	ENSE00003745764.1	ENSE00003736081.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6457199	6456881	ENSE00003736081.1	ENSE00003749155.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6456950	6455578	ENSE00003749155.1	ENSE00003729930.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6455669	6454631	ENSE00003729930.1	ENSE00003724250.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6454756	6453989	ENSE00003724250.1	ENSE00003742762.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6454073	6452119	ENSE00003742762.1	ENSE00003719221.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6452224	6450904	ENSE00003719221.1	ENSE00003746144.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6450981	6450512	ENSE00003746144.1	ENSE00003743266.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6450646	6449823	ENSE00003743266.1	ENSE00003747262.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6449931	6448481	ENSE00003747262.1	ENSE00003753596.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6448565	6447736	ENSE00003753596.1	ENSE00003756191.1
ENSG00000274276.4	ENST00000624934.3	CBSL-004	6447777	6445433	ENSE00003756191.1	ENSE00003760064.1
ENSG00000275895.5	ENST00000623375.3	U2AF1L5-005	6496930	6492131	ENSE00003733358.2	ENSE00003757195.1
ENSG00000275895.5	ENST00000623375.3	U2AF1L5-005	6492197	6487363	ENSE00003757195.1	ENSE00003757143.1
ENSG00000275895.5	ENST00000623375.3	U2AF1L5-005	6487412	6487107	ENSE00003757143.1	ENSE00003759546.1
ENSG00000275895.5	ENST00000623375.3	U2AF1L5-005	6487205	6486322	ENSE00003759546.1	ENSE00003755377.1
ENSG00000275895.5	ENST00000623375.3	U2AF1L5-005	6486455	6486138	ENSE00003755377.1	ENSE00003756651.1
ENSG00000275895.5	ENST00000623375.3	U2AF1L5-005	6486230	6484623	ENSE00003756651.1	ENSE00003756483.1
ENSG00000275895.5	ENST00000610664.4	U2AF1L5-003	6499200	6495993	ENSE00003758132.1	ENSE00003714994.1
ENSG00000275895.5	ENST00000610664.4	U2AF1L5-003	6496080	6492131	ENSE00003714994.1	ENSE00003749094.1
ENSG00000275895.5	ENST00000610664.4	U2AF1L5-003	6492197	6487363	ENSE00003749094.1	ENSE00003720151.1
ENSG00000275895.5	ENST00000610664.4	U2AF1L5-003	6487412	6487107	ENSE00003720151.1	ENSE00003759546.1
ENSG00000275895.5	ENST00000610664.4	U2AF1L5-003	6487205	6486322	ENSE00003759546.1	ENSE00003755377.1
ENSG00000275895.5	ENST00000610664.4	U2AF1L5-003	6486455	6486138	ENSE00003755377.1	ENSE00003756651.1
ENSG00000275895.5	ENST00000610664.4	U2AF1L5-003	6486230	6484623	ENSE00003756651.1	ENSE00003756483.1
ENSG00000275895.5	ENST00000619610.2	U2AF1L5-002	6499202	6495993	ENSE00003726657.2	ENSE00003714994.1
ENSG00000275895.5	ENST00000619610.2	U2AF1L5-002	6496080	6493044	ENSE00003714994.1	ENSE00003719288.1
ENSG00000275895.5	ENST00000619610.2	U2AF1L5-002	6493110	6487363	ENSE00003719288.1	ENSE00003720151.1
ENSG00000275895.5	ENST00000619610.2	U2AF1L5-002	6487412	6487107	ENSE00003720151.1	ENSE00003759546.1
ENSG00000275895.5	ENST00000619610.2	U2AF1L5-002	6487205	6486322	ENSE00003759546.1	ENSE00003755377.1
ENSG00000275895.5	ENST00000619610.2	U2AF1L5-002	6486455	6486138	ENSE00003755377.1	ENSE00003756651.1
ENSG00000275895.5	ENST00000619610.2	U2AF1L5-002	6486230	6484709	ENSE00003756651.1	ENSE00003756630.1
ENSG00000278961.1	ENST00000624951.1	CH507-396I9.3-001	7793954	7788703	ENSE00003759970.1	ENSE00003755793.1
ENSG00000276289.4	ENST00000622690.4	KCNE1B-201	7829926	7828642	ENSE00003752992.1	ENSE00003753201.1
ENSG00000276289.4	ENST00000622690.4	KCNE1B-201	7828752	7816675	ENSE00003753201.1	ENSE00003722011.1
ENSG00000276289.4	ENST00000618699.2	KCNE1B-001	7829592	7828642	ENSE00003740911.1	ENSE00003758541.1
ENSG00000276289.4	ENST00000618699.2	KCNE1B-001	7828724	7816678	ENSE00003758541.1	ENSE00003718509.2
ENSG00000276289.4	ENST00000623803.1	KCNE1B-002	7829587	7828642	ENSE00003755363.1	ENSE00003753201.1
ENSG00000276289.4	ENST00000623803.1	KCNE1B-002	7828752	7819044	ENSE00003753201.1	ENSE00003755128.1
ENSG00000276289.4	ENST00000617668.2	KCNE1B-003	7825797	7819361	ENSE00003719853.1	ENSE00003757666.1
ENSG00000188992.11	ENST00000344577.6	LIPI-001	14206949	14189034	ENSE00001869646.1	ENSE00001636528.1
ENSG00000188992.11	ENST00000344577.6	LIPI-001	14189419	14185961	ENSE00001636528.1	ENSE00001369084.1
ENSG00000188992.11	ENST00000344577.6	LIPI-001	14186069	14181758	ENSE00001369084.1	ENSE00001371492.1
ENSG00000188992.11	ENST00000344577.6	LIPI-001	14181859	14166362	ENSE00001371492.1	ENSE00001379335.1
ENSG00000188992.11	ENST00000344577.6	LIPI-001	14166451	14165223	ENSE00001379335.1	ENSE00002715027.1
ENSG00000188992.11	ENST00000344577.6	LIPI-001	14165390	14163419	ENSE00002715027.1	ENSE00001684532.1
ENSG00000188992.11	ENST00000344577.6	LIPI-001	14163523	14152573	ENSE00001684532.1	ENSE00001634008.1
ENSG00000188992.11	ENST00000344577.6	LIPI-001	14152684	14144623	ENSE00001634008.1	ENSE00001796235.1
ENSG00000188992.11	ENST00000344577.6	LIPI-001	14144799	14108813	ENSE00001796235.1	ENSE00001727035.1
ENSG00000188992.11	ENST00000536861.5	LIPI-201	14210891	14189034	ENSE00002299226.2	ENSE00001636528.1
ENSG00000188992.11	ENST00000536861.5	LIPI-201	14189419	14185961	ENSE00001636528.1	ENSE00001369084.1
ENSG00000188992.11	ENST00000536861.5	LIPI-201	14186069	14181758	ENSE00001369084.1	ENSE00001371492.1
ENSG00000188992.11	ENST00000536861.5	LIPI-201	14181859	14166362	ENSE00001371492.1	ENSE00001379335.1
ENSG00000188992.11	ENST00000536861.5	LIPI-201	14166451	14165223	ENSE00001379335.1	ENSE00002715027.1
ENSG00000188992.11	ENST00000536861.5	LIPI-201	14165390	14163419	ENSE00002715027.1	ENSE00001684532.1
ENSG00000188992.11	ENST00000536861.5	LIPI-201	14163523	14152573	ENSE00001684532.1	ENSE00001634008.1
ENSG00000188992.11	ENST00000536861.5	LIPI-201	14152684	14144623	ENSE00001634008.1	ENSE00001796235.1
ENSG00000188992.11	ENST00000536861.5	LIPI-201	14144799	14108893	ENSE00001796235.1	ENSE00003732762.1
ENSG00000188992.11	ENST00000614229.4	LIPI-202	14210891	14189034	ENSE00002299226.2	ENSE00001636528.1
ENSG00000188992.11	ENST00000614229.4	LIPI-202	14189419	14185961	ENSE00001636528.1	ENSE00001369084.1
ENSG00000188992.11	ENST00000614229.4	LIPI-202	14186069	14181758	ENSE00001369084.1	ENSE00001371492.1
ENSG00000188992.11	ENST00000614229.4	LIPI-202	14181859	14165223	ENSE00001371492.1	ENSE00002715027.1
ENSG00000188992.11	ENST00000614229.4	LIPI-202	14165390	14163419	ENSE00002715027.1	ENSE00001684532.1
ENSG00000188992.11	ENST00000614229.4	LIPI-202	14163523	14152573	ENSE00001684532.1	ENSE00001634008.1
ENSG00000188992.11	ENST00000614229.4	LIPI-202	14152684	14144623	ENSE00001634008.1	ENSE00001796235.1
ENSG00000188992.11	ENST00000614229.4	LIPI-202	14144799	14108893	ENSE00001796235.1	ENSE00003732762.1
ENSG00000188992.11	ENST00000400211.2	LIPI-002	14189103	14185961	ENSE00001747640.1	ENSE00001369084.1
ENSG00000188992.11	ENST00000400211.2	LIPI-002	14186069	14181758	ENSE00001369084.1	ENSE00001371492.1
ENSG00000188992.11	ENST00000400211.2	LIPI-002	14181859	14165251	ENSE00001371492.1	ENSE00001692650.1
ENSG00000155304.5	ENST00000285667.3	HSPA13-001	14383187	14381203	ENSE00001020226.5	ENSE00003608679.1
ENSG00000155304.5	ENST00000285667.3	HSPA13-001	14381543	14378199	ENSE00003608679.1	ENSE00001020231.1
ENSG00000155304.5	ENST00000285667.3	HSPA13-001	14378412	14375652	ENSE00001020231.1	ENSE00003578743.1
ENSG00000155304.5	ENST00000285667.3	HSPA13-001	14375819	14371115	ENSE00003578743.1	ENSE00001280391.4
ENSG00000155307.17	ENST00000400564.5	SAMSN1-003	14546341	14500529	ENSE00001543510.1	ENSE00001020244.1
ENSG00000155307.17	ENST00000400564.5	SAMSN1-003	14500735	14498442	ENSE00001020244.1	ENSE00003605893.1
ENSG00000155307.17	ENST00000400564.5	SAMSN1-003	14498592	14485228	ENSE00003605893.1	ENSE00001139660.3
ENSG00000155307.17	ENST00000400566.5	SAMSN1-002	14546343	14521150	ENSE00001543516.1	ENSE00001308893.1
ENSG00000155307.17	ENST00000400566.5	SAMSN1-002	14521221	14516892	ENSE00001308893.1	ENSE00001020240.1
ENSG00000155307.17	ENST00000400566.5	SAMSN1-002	14517041	14512444	ENSE00001020240.1	ENSE00001020245.1
ENSG00000155307.17	ENST00000400566.5	SAMSN1-002	14512573	14510310	ENSE00001020245.1	ENSE00001020242.1
ENSG00000155307.17	ENST00000400566.5	SAMSN1-002	14510461	14500529	ENSE00001020242.1	ENSE00001020244.1
ENSG00000155307.17	ENST00000400566.5	SAMSN1-002	14500735	14498442	ENSE00001020244.1	ENSE00003605893.1
ENSG00000155307.17	ENST00000400566.5	SAMSN1-002	14498592	14485228	ENSE00003605893.1	ENSE00001139660.3
ENSG00000155307.17	ENST00000285670.6	SAMSN1-001	14583402	14582136	ENSE00001150582.1	ENSE00001669629.1
ENSG00000155307.17	ENST00000285670.6	SAMSN1-001	14582488	14521150	ENSE00001669629.1	ENSE00001308893.1
ENSG00000155307.17	ENST00000285670.6	SAMSN1-001	14521221	14516892	ENSE00001308893.1	ENSE00001020240.1
ENSG00000155307.17	ENST00000285670.6	SAMSN1-001	14517041	14512444	ENSE00001020240.1	ENSE00001020245.1
ENSG00000155307.17	ENST00000285670.6	SAMSN1-001	14512573	14510310	ENSE00001020245.1	ENSE00001020242.1
ENSG00000155307.17	ENST00000285670.6	SAMSN1-001	14510461	14500529	ENSE00001020242.1	ENSE00001020244.1
ENSG00000155307.17	ENST00000285670.6	SAMSN1-001	14500735	14498442	ENSE00001020244.1	ENSE00003605893.1
ENSG00000155307.17	ENST00000285670.6	SAMSN1-001	14498592	14485228	ENSE00003605893.1	ENSE00001139660.3
ENSG00000155307.17	ENST00000619120.4	SAMSN1-201	14546360	14523271	ENSE00003737601.1	ENSE00001856365.1
ENSG00000155307.17	ENST00000619120.4	SAMSN1-201	14523394	14521150	ENSE00001856365.1	ENSE00003749401.1
ENSG00000155307.17	ENST00000619120.4	SAMSN1-201	14521221	14516892	ENSE00003749401.1	ENSE00003718971.1
ENSG00000155307.17	ENST00000619120.4	SAMSN1-201	14517041	14512444	ENSE00003718971.1	ENSE00001020245.1
ENSG00000155307.17	ENST00000619120.4	SAMSN1-201	14512573	14510310	ENSE00001020245.1	ENSE00001020242.1
ENSG00000155307.17	ENST00000619120.4	SAMSN1-201	14510461	14500529	ENSE00001020242.1	ENSE00001020244.1
ENSG00000155307.17	ENST00000619120.4	SAMSN1-201	14500735	14498442	ENSE00001020244.1	ENSE00003605893.1
ENSG00000155307.17	ENST00000619120.4	SAMSN1-201	14498592	14485229	ENSE00003605893.1	ENSE00003726227.1
ENSG00000243440.6	ENST00000435732.5	AF165138.7-002	14643133	14615976	ENSE00001543502.1	ENSE00003598244.1
ENSG00000243440.6	ENST00000435732.5	AF165138.7-002	14616016	14612876	ENSE00003598244.1	ENSE00003688243.1
ENSG00000243440.6	ENST00000435732.5	AF165138.7-002	14612913	14609482	ENSE00003688243.1	ENSE00003203998.1
ENSG00000243440.6	ENST00000435732.5	AF165138.7-002	14609568	14602023	ENSE00003203998.1	ENSE00003094519.1
ENSG00000243440.6	ENST00000435732.5	AF165138.7-002	14602099	14594013	ENSE00003094519.1	ENSE00003122886.1
ENSG00000243440.6	ENST00000435732.5	AF165138.7-002	14594078	14591930	ENSE00003122886.1	ENSE00001731205.1
